Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
83084,2021,8,31,5.2,-1.6,
83084,2021,9,1,9.1,0.1,0
83084,2021,9,2,9.2,5.1,0
83084,2021,9,3,7.4,6.7,6.4
83084,2021,9,4,4.1,3,58.8
83084,2021,9,5,-0.5,-2,10.8
83084,2021,9,6,3.2,-4.3,8.4
83084,2021,9,7,5.6,-2.3,2
83084,2021,9,8,7.2,0.5,0.2
83084,2021,9,9,4.6,-0.3,0.4
83084,2021,9,10,7.2,1.3,0.6
83084,2021,9,11,8.9,2.4,0
83084,2021,9,12,-0.4,-0.7,0
83084,2021,9,13,0.5,-4.7,1.8
83084,2021,9,14,3.5,-6,6.8
83084,2021,9,15,4.4,-3.1,0.6
83084,2021,9,16,5.4,-0.9,0.4
83084,2021,9,17,5.5,-0.5,0.2
83084,2021,9,18,2,1.1,62
83084,2021,9,19,1.4,-2,0.8
83084,2021,9,20,-0.5,-2,23.2
83084,2021,9,21,2,-6.6,3.4
83084,2021,9,22,7.5,-3.6,1.2
83084,2021,9,23,4.2,1.7,0
83084,2021,9,24,5.9,1.9,0.8
83084,2021,9,25,3.6,-4.2,2.6
83084,2021,9,26,6.5,-6.6,0.2
83084,2021,9,27,5.7,-2.6,0
83084,2021,9,28,8.9,1,0
83084,2021,9,29,6.1,3.7,9
83084,2021,9,30,4.6,3.9,15
83084,2022,6,1,-1.3,-6.1,0
83084,2022,6,2,0,-5.3,0
83084,2022,6,3,-1.5,-5,3.4
83084,2022,6,4,-0.4,-2.9,0
83084,2022,6,5,0.2,-2.4,0
83084,2022,6,6,-2.2,-4.1,
83084,2022,6,7,-3,-4.2,0
83084,2022,6,8,-2.3,-5.6,0
83084,2022,6,9,-0.5,-4.5,2.2
83084,2022,6,10,-0.1,-2.9,1.8
83084,2022,6,11,-1.2,-5.9,4
83084,2022,6,12,0,-4.5,0
83084,2022,6,13,2.6,-4.9,0.6
83084,2022,6,14,0.5,-3,8
83084,2022,6,15,1.1,-4.7,1.2
83084,2022,6,16,1.8,-1.5,1.8
83084,2022,6,17,1.1,-0.6,26
83084,2022,6,18,4.3,-2.7,1.4
83084,2022,6,19,4.8,-1.7,0.8
83084,2022,6,20,3.1,-0.2,0
83084,2022,6,21,0.3,-0.1,13
83084,2022,6,22,1.3,-3.1,5.6
83084,2022,6,23,1.7,-1.1,11
83084,2022,6,24,1.3,0.6,9.2
83084,2022,6,25,-0.4,-2.1,11.4
83084,2022,6,26,-0.1,-2.1,0.4
83084,2022,6,27,4,-6.1,2.8
83084,2022,6,28,6.7,-5.7,3.8
83084,2022,6,29,1.8,-1.9,2.2
83084,2022,6,30,0.6,-2.1,0
83084,2022,7,1,-0.1,-3.3,2.8
83084,2022,7,2,0.7,-4.8,1
83084,2022,7,3,0.3,-3.8,1.8
83084,2022,7,4,-0.4,-4,0.6
83084,2022,7,5,7.5,-5.4,1.4
83084,2022,7,6,9.7,-1.5,0
83084,2022,7,7,-0.2,-4,0
83084,2022,7,8,-1.3,-3.8,0
83084,2022,7,9,-0.9,-3.7,1.8
83084,2022,7,10,0,-3.4,1.2
83084,2022,7,11,1.6,-3.8,4.8
83084,2022,7,12,-0.6,-2.3,0
83084,2022,7,13,-2.1,-5.6,1.6
83084,2022,7,14,1.5,-6.8,2.6
83084,2022,7,15,2.7,-6,1.6
83084,2022,7,16,-1.7,-4.5,0
83084,2022,7,17,-0.8,-3.5,0
83084,2022,7,18,-2.8,-6.2,0
83084,2022,7,19,-2,-6.7,0
83084,2022,7,20,0.9,-6.7,0.8
83084,2022,7,21,2.6,-3.9,9
83084,2022,7,22,5.9,-1.5,4.6
83084,2022,7,23,2.5,0.5,0.2
83084,2022,7,24,4.6,0.7,0
83084,2022,7,25,3.5,0.9,0.2
83084,2022,7,26,-0.9,-1.1,16.8
83084,2022,7,27,1.3,-4.7,5.6
83084,2022,7,28,-0.1,-1.5,8.2
83084,2022,7,29,-0.5,-5.7,5.4
83084,2022,7,30,-0.3,-5.9,2.4
83084,2022,7,31,0,-3.5,0
83084,2022,8,1,-0.9,-2.7,0
83084,2022,8,2,2,-3.3,0
83084,2022,8,3,6.4,-2.4,3.4
83084,2022,8,4,5.1,1.6,54.8
83084,2022,8,5,0.3,-0.2,27.4
83084,2022,8,6,-0.2,-2.4,11.2
83084,2022,8,7,0,-4.4,8.4
83084,2022,8,8,0.7,-3.4,10.2
83084,2022,8,9,0,-5.3,0
83084,2022,8,10,0.4,-4.2,0.2
83084,2022,8,11,0,-1.8,0
83084,2022,8,12,0.5,-0.8,1
83084,2022,8,13,1.5,-1.8,14.2
83084,2022,8,14,-0.4,-2.9,1
83084,2022,8,15,-1.1,-2.7,0.8
83084,2022,8,16,2,-2.2,0
83084,2022,8,17,4.6,-2.3,11.2
83084,2022,8,18,1.8,-1.3,9
83084,2022,8,19,0.3,-2.2,26.4
83084,2022,8,20,0.7,-2.4,11.6
83084,2022,8,21,0,-4.7,12
83084,2022,8,22,1.7,-3.3,0
83084,2022,8,23,-2.7,-4.8,20.6
83084,2022,8,24,0,-6.7,1.6
83084,2022,8,25,2.7,-3,8.8
83084,2022,8,26,6.2,-1.6,7.2
83084,2022,8,27,6.2,0.5,0.2
83084,2022,8,28,4,0.4,0.4
83084,2022,8,29,4.6,1.3,0.2
83084,2022,8,30,1.3,-2.1,29.4
83084,2022,8,31,4.7,-1.9,11.8
83084,2022,9,1,2.5,-0.1,0
83084,2022,9,2,0.5,-2.4,0.2
83084,2022,9,3,2.5,-6.4,0
83084,2022,9,4,6.8,-5.3,0.2
83084,2022,9,5,2.2,-3.1,0.4
83084,2022,9,6,3.9,-3.9,0.2
83084,2022,9,7,3.7,-0.8,0.2
83084,2022,9,8,4.3,0.3,5.6
83084,2022,9,9,2.9,2,27.2
83084,2022,9,10,3.6,-0.2,2.8
83084,2022,9,11,-0.5,-4.2,2
83084,2022,9,12,-0.1,-2.5,0
83084,2022,9,13,-0.6,-7.1,8.8
83084,2022,9,14,2.5,-5.5,0.2
83084,2022,9,15,3.5,-0.8,3
83084,2022,9,16,2,-0.2,10.6
83084,2022,9,17,-0.4,-2.2,17.6
83084,2022,9,18,-0.1,-2.2,0
83084,2022,9,19,0.6,-2.8,6.8
83084,2022,9,20,6.1,-3,13.4
83084,2022,9,21,6.7,0.1,2.8
83084,2022,9,22,8,3.7,0
83084,2022,9,23,6,4.8,5
83084,2022,9,24,5.2,0,21.6
83084,2022,9,25,6,-1.5,0.4
83084,2022,9,26,5.7,0.7,1.6
83084,2022,9,27,5.3,0.1,13.4
83084,2022,9,28,3.5,1.5,11.4
83084,2022,9,29,3.2,0.5,6.6
83084,2022,9,30,3.5,-0.7,3
83084,2023,6,1,4.9,2.5,17.8
83084,2023,6,2,4.6,-0.7,0
83084,2023,6,3,7.4,1.4,3.4
83084,2023,6,4,11,1.5,0.4
83084,2023,6,5,7.2,3.3,0.2
83084,2023,6,6,6,3.9,13.2
83084,2023,6,7,7.3,4.8,7
83084,2023,6,8,5.6,5.5,64
83084,2023,6,9,-0.7,-1,27.4
83084,2023,6,10,-0.4,-2.6,2
83084,2023,6,11,3.5,-2,9.2
83084,2023,6,12,1.5,-1.4,5.2
83084,2023,6,13,1.6,-0.9,3.2
83084,2023,6,14,-0.1,-2.1,1
83084,2023,6,15,1,-2.6,0
83084,2023,6,16,1.1,-0.3,35.2
83084,2023,6,17,-0.1,-0.6,4.8
83084,2023,6,18,-1.8,-2.7,1.6
83084,2023,6,19,-2.9,-3.1,0
83084,2023,6,20,-0.3,-7.2,0
83084,2023,6,21,2.7,-5.6,4.2
83084,2023,6,22,0.3,-2,1.8
83084,2023,6,23,-0.9,-2.9,0.2
83084,2023,6,24,-0.7,-3.2,0
83084,2023,6,25,-0.9,-3.3,0
83084,2023,6,26,-0.2,-3,0
83084,2023,6,27,-0.4,-2.8,0.4
83084,2023,6,28,-0.4,-1.6,1
83084,2023,6,29,-1.2,-6.9,1.4
83084,2023,6,30,-0.1,-5.9,1.6
83084,2023,7,1,1.7,-1.6,3.2
83084,2023,7,2,6.9,-3.9,6
83084,2023,7,3,5.5,1,20.8
83084,2023,7,4,3.2,-0.1,1
83084,2023,7,5,2.5,0.1,34.4
83084,2023,7,6,-1.3,-2.7,1.8
83084,2023,7,7,-0.5,-2.5,0
83084,2023,7,8,-0.2,-3.3,0
83084,2023,7,9,0.7,-3.4,0
83084,2023,7,10,0.5,-1.2,23
83084,2023,7,11,4.9,-1.1,8.6
83084,2023,7,12,3.9,-1.1,11.6
83084,2023,7,13,1.7,-1.9,0
83084,2023,7,14,0.8,-1.5,0.4
83084,2023,7,15,3.5,-0.9,2.2
83084,2023,7,16,6.9,-0.2,0
83084,2023,7,17,4.2,1.2,0
83084,2023,7,18,-0.7,-1.7,0.2
83084,2023,7,19,3.7,-5.3,0
83084,2023,7,20,0.6,-3,0.4
83084,2023,7,21,1.2,-4.2,0
83084,2023,7,22,1.6,-4.7,3
83084,2023,7,23,1.4,-3.3,0.2
83084,2023,7,24,5.4,-2.7,0.2
83084,2023,7,25,8.8,-0.1,0
83084,2023,7,26,5,1.4,0
83084,2023,7,27,2.6,1,0
83084,2023,7,28,3.2,0.3,12.6
83084,2023,7,29,3.4,0.6,9.8
83084,2023,7,30,1.8,0.2,2
83084,2023,7,31,0,-1.5,2.2
83084,2023,8,1,5.1,-1.4,0.2
83084,2023,8,2,4.3,-0.6,1.8
83084,2023,8,3,4.9,1.5,0
83084,2023,8,4,3.8,1.8,1.2
83084,2023,8,5,5.7,-0.6,35.2
83084,2023,8,6,5.7,-1.9,0
83084,2023,8,7,5.5,-1.2,0
83084,2023,8,8,4.8,0.1,0.2
83084,2023,8,9,1.3,-1.1,0
83084,2023,8,10,3.2,-1.8,1
83084,2023,8,11,3.3,-2.7,5.4
83084,2023,8,12,-0.3,-2.5,0
83084,2023,8,13,1.5,-3.3,5
83084,2023,8,14,2.1,-2.9,1.6
83084,2023,8,15,2.3,-3.6,0
83084,2023,8,16,1.1,-3.1,1.2
83084,2023,8,17,4,-3.9,0
83084,2023,8,18,-1.1,-3,0
83084,2023,8,19,1.9,-5.1,5.8
83084,2023,8,20,5.8,-1.7,4
83084,2023,8,21,6.6,-0.8,0
83084,2023,8,22,3.9,2.6,12
83084,2023,8,23,3.8,-0.5,7.2
83084,2023,8,24,5.9,-0.5,0
83084,2023,8,25,6.9,0.2,0
83084,2023,8,26,6.9,0.8,0
83084,2023,8,27,6.4,2,0
83084,2023,8,28,5.1,1.2,7
83084,2023,8,29,7.9,1.9,1.6
83084,2023,8,30,3.3,1.4,11.6
83084,2023,8,31,4.9,-1.8,10.6
83084,2023,9,1,5.3,-3,0.6
83084,2023,9,2,8.7,-3.6,0
83084,2023,9,3,10.9,2.6,0
83084,2023,9,4,9.7,2,0
83084,2023,9,5,1.4,-1.8,6.8
83084,2023,9,6,5.3,-3.7,1.6
83084,2023,9,7,9.5,-1.2,1.4
83084,2023,9,8,-1.6,-4,20.4
83084,2023,9,9,-1.1,-6.8,0
83084,2023,9,10,2.8,-4.6,8.4
83084,2023,9,11,6,-2.8,3.8
83084,2023,9,12,8.1,2.1,0
83084,2023,9,13,14.3,2.2,0.2
83084,2023,9,14,16.2,6.6,0
83084,2023,9,15,12,6.1,0
83084,2023,9,16,10.4,4.5,0
83084,2023,9,17,12,4.6,0
83084,2023,9,18,14.3,6.5,0
83084,2023,9,19,15.3,10.3,0
83084,2023,9,20,3.9,2.6,0
83084,2023,9,21,4.8,-3.2,12.6
83084,2023,9,22,8.6,-4.5,0.6
83084,2023,9,23,11.5,1.8,0
83084,2023,9,24,11.5,3.6,0
83084,2023,9,25,10.3,4.4,0
83084,2023,9,26,13.5,5.6,0.2
83084,2023,9,27,12.3,4.1,0.2
83084,2023,9,28,13.7,1.9,0
83084,2023,9,29,14,6.3,0
83084,2023,9,30,13.9,6.6,0
83084,2024,6,1,1.5,-0.6,0.6
83084,2024,6,2,0,-3.8,0.4
83084,2024,6,3,3.1,-3.6,1.4
83084,2024,6,4,5,-0.6,1.2
83084,2024,6,5,5.3,-0.8,0
83084,2024,6,6,3.4,0.8,2.6
83084,2024,6,7,4,1,4.4
83084,2024,6,8,8.9,1.2,1.6
83084,2024,6,9,5.8,-0.5,0
83084,2024,6,10,5,-3.7,0.2
83084,2024,6,11,0.7,-2.2,5.4
83084,2024,6,12,2.1,-1.8,39
83084,2024,6,13,4.4,-5.4,0.6
83084,2024,6,14,0.3,-3.7,0
83084,2024,6,15,-0.2,-2.2,0.6
83084,2024,6,16,-1.5,-5.3,2
83084,2024,6,17,-0.7,-4.5,0.8
83084,2024,6,18,1.9,-5.5,0
83084,2024,6,19,3.2,-4.3,0
83084,2024,6,20,2.8,-4.5,0
83084,2024,6,21,-0.6,-3.9,0
83084,2024,6,22,3.7,-5.1,0.8
83084,2024,6,23,4.8,-3.4,0
83084,2024,6,24,1.2,-2.1,0
83084,2024,6,25,0.8,-3,0
83084,2024,6,26,-0.4,-1.4,2
83084,2024,6,27,0,-1.7,13.2
83084,2024,6,28,0.4,-2.9,1.8
83084,2024,6,29,-0.1,-1.3,0
83084,2024,6,30,-3,-5.2,19
83084,2024,7,1,-1.8,-6.3,1.6
83084,2024,7,2,,-6.1,0.2
83084,2024,7,3,0,-4.3,
83084,2024,7,4,1,-2.5,0.6
83084,2024,7,5,6.8,-1.7,0
83084,2024,7,6,,-1.3,0
83084,2024,7,7,,,
83084,2024,7,8,,,
83084,2024,7,9,,0.9,
83084,2024,7,10,4.1,,
83084,2024,7,11,,-1.7,0.8
83084,2024,7,12,0.4,,
83084,2024,7,13,0.9,-3.9,0.6
83084,2024,7,14,-2.3,-5.4,0
83084,2024,7,15,0.3,-6.1,0.4
83084,2024,7,16,1,-4.4,13
83084,2024,7,17,,-3.2,8.4
83084,2024,7,18,-0.1,-5.1,
83084,2024,7,19,-1,-5.4,
83084,2024,7,20,,-4.2,21.2
83084,2024,7,21,,,
83084,2024,7,22,1.3,,
83084,2024,7,23,0.9,,
83084,2024,7,24,0.5,-1.8,0
83084,2024,7,25,0.9,-1.6,0
83084,2024,7,26,0.1,-3.4,18
83084,2024,7,27,,-2.4,0
83084,2024,7,28,,,
83084,2024,7,29,-0.6,,
83084,2024,7,30,2.6,,
83084,2024,7,31,6.2,-2.5,
83084,2024,8,1,5,-0.8,0.2
83084,2024,8,2,1.9,-2.7,0
83084,2024,8,3,,-2.1,0
83084,2024,8,4,,,
83084,2024,8,5,-0.2,,
83084,2024,8,6,0.6,-4.4,4.8
83084,2024,8,7,1.7,-1.8,0
83084,2024,8,8,2.1,-1.9,0
83084,2024,8,9,2.6,-0.9,0
83084,2024,8,10,,-0.7,0
83084,2024,8,11,,,
83084,2024,8,12,7,,
83084,2024,8,13,5.1,2.3,0
83084,2024,8,14,7.1,2.3,0.6
83084,2024,8,15,9.9,2.4,0
83084,2024,8,16,4.9,3.2,0.2
83084,2024,8,17,1.3,-0.6,14.4
83084,2024,8,18,,-0.5,
83084,2024,8,19,4,,
83084,2024,8,20,5.4,1,0
83084,2024,8,21,2.6,2,10.6
83084,2024,8,22,2,-0.3,17.4
83084,2024,8,23,4.3,-0.1,0.2
83084,2024,8,24,7.2,0.8,6.6
83084,2024,8,25,8.2,3.6,0.6
83084,2024,8,26,2.2,-0.4,34.8
83084,2024,8,27,3.8,0.5,1.8
83084,2024,8,28,1.1,0.9,1.2
83084,2024,8,29,2.1,-3,17.2
83084,2024,8,30,3,-1.9,7.4
83084,2024,8,31,2.1,-0.8,12
83084,2024,9,1,3.7,-0.5,12
83084,2024,9,2,-1.1,-3.6,4.2
83084,2024,9,3,6.1,-5.1,1
83084,2024,9,4,7.7,-1.2,1.2
83084,2024,9,5,8.6,2.2,0.2
83084,2024,9,6,9.1,4.4,0
83084,2024,9,7,6.3,0.2,21
83084,2024,9,8,1.9,-1,0
83084,2024,9,9,4.6,-0.6,6.2
83084,2024,9,10,10.9,-0.7,0
83084,2024,9,11,8.6,2.7,0
83084,2024,9,12,3.3,-0.6,16
83084,2024,9,13,9.6,-3.5,0
83084,2024,9,14,2.4,-0.4,0
83084,2024,9,15,1.2,-6.9,6.2
83084,2024,9,16,4.4,-5.9,0
83084,2024,9,17,5.3,-3.3,0
83084,2024,9,18,5.7,-1.9,0.2
83084,2024,9,19,0.6,-1.5,0
83084,2024,9,20,0.3,-3.4,2
83084,2024,9,21,1,-2.4,24.6
83084,2024,9,22,2.8,-1.2,10.8
83084,2024,9,23,7,-0.1,0
83084,2024,9,24,10.6,2.7,0.2
83084,2024,9,25,5.2,3.6,3.6
83084,2024,9,26,5.1,-5.1,11.4
83084,2024,9,27,11.5,-5.5,0
83084,2024,9,28,14.4,3.7,0
83084,2024,9,29,4.6,1.7,0
83084,2024,9,30,9.5,-0.6,9
83084,2025,6,1,10.1,4.7,0
83084,2025,6,2,6.3,2.7,0
83084,2025,6,3,3.2,0.5,0
83084,2025,6,4,4.5,-5.8,0
83084,2025,6,5,8.5,-5,0
83084,2025,6,6,2.3,0.5,0
83084,2025,6,7,-1.5,-2.5,4.2
83084,2025,6,8,-1,-3,4.8
83084,2025,6,9,-0.4,-3.9,5.4
83084,2025,6,10,-0.6,-2.8,
83084,2025,6,11,-0.3,-4.2,4
83084,2025,6,12,0,-3.8,0.2
83084,2025,6,13,0.8,-3.9,0
83084,2025,6,14,-0.1,-2.9,0
83084,2025,6,15,-0.8,-1.7,0
83084,2025,6,16,-1.5,-3.3,0
83084,2025,6,17,-1,-2.8,1.8
83084,2025,6,18,2.7,-5.8,1.8
83084,2025,6,19,4.6,-1.4,1.6
83084,2025,6,20,7.1,1.4,0
83084,2025,6,21,7.6,3,0
83084,2025,6,22,6.9,2.7,0
83084,2025,6,23,5.2,0.2,1.4
83084,2025,6,24,0.7,0.3,61.6
83084,2025,6,25,-2.9,-3.7,2.2
83084,2025,6,26,-1.2,-6.8,4.4
83084,2025,6,27,2.4,-4.8,2
83084,2025,6,28,1.7,-2.7,1.6
83084,2025,6,29,3.1,-4.4,0
83084,2025,6,30,-0.9,-2.7,0
83084,2025,7,1,1,-4.1,0
83084,2025,7,2,1.2,-2.4,4.4
83084,2025,7,3,1,-1.1,5.2
83084,2025,7,4,3.3,-1.4,0.4
83084,2025,7,5,3.9,-1.4,0
83084,2025,7,6,4.6,-0.7,0
83084,2025,7,7,6.8,-1.3,0.8
83084,2025,7,8,-0.1,-0.6,1
83084,2025,7,9,-1.9,-3.7,8.6
83084,2025,7,10,-1.2,-4.2,1.6
83084,2025,7,11,0,-3.9,7.8
83084,2025,7,12,-0.3,-5.8,9.8
83084,2025,7,13,-0.2,-5.1,0
83084,2025,7,14,-1.3,-4.7,8.8
83084,2025,7,15,-1.6,-4.1,4
83084,2025,7,16,-0.5,-4.2,1.2
83084,2025,7,17,-0.5,-2.2,3.4
83084,2025,7,18,1.4,-6.3,4
83084,2025,7,19,-1.9,-5,0
83084,2025,7,20,0.4,-3.4,0.6
83084,2025,7,21,3.6,-2.1,0
83084,2025,7,22,2.9,-0.6,3.4
83084,2025,7,23,-2.7,-3.8,22.6
83084,2025,7,24,-0.8,-4.7,2
83084,2025,7,25,4.5,-4.7,4.6
83084,2025,7,26,0.6,-2.9,3.2
83084,2025,7,27,-0.1,-0.8,38.4
83084,2025,7,28,0,-1.2,33.8
83085,2014,6,1,4.5,2.5,0.6
83085,2014,6,2,5.1,0.8,4.6
83085,2014,6,3,3.5,1.5,33.8
83085,2014,6,4,2.9,0.6,10
83085,2014,6,5,3.6,-0.2,0.2
83085,2014,6,6,1.8,-2.6,1.2
83085,2014,6,7,3.3,-1.4,0
83085,2014,6,8,1,-4,1
83085,2014,6,9,4.9,-3.6,1
83085,2014,6,10,6.4,-0.7,0
83085,2014,6,11,5.4,-0.6,0.2
83085,2014,6,12,2.7,-0.6,0.2
83085,2014,6,13,3.2,0,6
83085,2014,6,14,1.9,-0.1,26
83085,2014,6,15,-0.3,-2.4,8.6
83085,2014,6,16,-0.2,-3.3,1
83085,2014,6,17,4.4,-2.6,0
83085,2014,6,18,6.4,-1.2,0
83085,2014,6,19,3.3,1.5,0.2
83085,2014,6,20,0.5,-1.3,2.8
83085,2014,6,21,2.1,-1.4,5.4
83085,2014,6,22,4.5,-0.5,3.6
83085,2014,6,23,0.5,-1.1,
83085,2014,6,24,-2,-5.8,0.8
83085,2014,6,25,-0.2,-5.5,0
83085,2014,6,26,-0.2,-2.7,18.2
83085,2014,6,27,-0.2,-1.1,1.8
83085,2014,6,28,-2.2,-2.6,0
83085,2014,6,29,-2,-4.2,0
83085,2014,6,30,-2.4,-5.3,0
83085,2014,7,1,-0.6,-5.2,0
83085,2014,7,2,-0.3,-3.4,0
83085,2014,7,3,-0.7,-2.6,0
83085,2014,7,4,-1.6,-3.6,0.6
83085,2014,7,5,-0.9,-2.3,0
83085,2014,7,6,-0.4,-1.9,0
83085,2014,7,7,-0.5,-2.9,3
83085,2014,7,8,-1.9,-3,0
83085,2014,7,9,-3,-3,0
83085,2014,7,10,-1.4,-4.4,0
83085,2014,7,11,-1.3,-4.3,0
83085,2014,7,12,-1.9,-4.1,0.2
83085,2014,7,13,-2.9,-6.3,0
83085,2014,7,14,-1.1,-6.1,0
83085,2014,7,15,-0.9,-3.4,0.6
83085,2014,7,16,-0.8,-1.4,0
83085,2014,7,17,-2.3,-2.3,0
83085,2014,7,18,-4.2,-5.8,0
83085,2014,7,19,-3.1,-5.8,0
83085,2014,7,20,-1.3,-6.3,0
83085,2014,7,21,-1.2,-4.8,0.2
83085,2014,7,22,-0.9,-5.9,0.2
83085,2014,7,23,1.4,-5.6,0.2
83085,2014,7,24,1.3,-2.7,2.2
83085,2014,7,25,0.7,-1.2,20
83085,2014,7,26,0,-0.6,16.8
83085,2014,7,27,-0.4,-1.9,7.8
83085,2014,7,28,0.1,-2.1,3.2
83085,2014,7,29,2,-1.2,2.8
83085,2014,7,30,2,-1,41.6
83085,2014,7,31,2.7,0.6,38.4
83085,2014,8,1,-5.5,-7.2,1
83085,2014,8,2,-5.2,-8.8,0
83085,2014,8,3,-2.7,-8,0.2
83085,2014,8,4,-0.9,-6.9,0
83085,2014,8,5,2.8,-5.3,0
83085,2014,8,6,0.8,-2.7,0.4
83085,2014,8,7,-0.2,-3.2,0
83085,2014,8,8,2.4,-3,2.6
83085,2014,8,9,1.5,-3.2,0
83085,2014,8,10,-1.5,-2,0
83085,2014,8,11,-3.8,-8.2,3.8
83085,2014,8,12,0.6,-9.3,0
83085,2014,8,13,0.9,-7.8,1
83085,2014,8,14,5.4,-5.2,0
83085,2014,8,15,4.9,-2.8,0
83085,2014,8,16,3.8,-2.6,0
83085,2014,8,17,-0.2,-2.5,0
83085,2014,8,18,1.1,-1.5,1.4
83085,2014,8,19,2.6,-0.5,17.8
83085,2014,8,20,3.3,-2.4,2.2
83085,2014,8,21,1.7,-2.1,0.4
83085,2014,8,22,5,-2.7,0
83085,2014,8,23,3.7,0,0.2
83085,2014,8,24,1.5,0.3,0
83085,2014,8,25,1.7,-2.4,8.2
83085,2014,8,26,3.2,-0.8,1
83085,2014,8,27,4.5,0,0
83085,2014,8,28,6,-1,0
83085,2014,8,29,9.1,0.6,0.2
83085,2014,8,30,9.6,0.5,0
83085,2014,8,31,4.3,-0.1,0
83085,2014,9,1,2.9,1.1,0
83085,2014,9,2,-2.5,-3.5,0.2
83085,2014,9,3,-2.1,-5.6,0
83085,2014,9,4,-1.2,-5.5,4.8
83085,2014,9,5,-0.3,-4.3,0.2
83085,2014,9,6,4.1,-3.8,0.8
83085,2014,9,7,9.3,-2.7,0.2
83085,2014,9,8,4.5,0.5,0
83085,2014,9,9,5.3,0.7,12.2
83085,2014,9,10,1.5,-0.1,69
83085,2014,9,11,1.8,-0.5,3.4
83085,2014,9,12,4.3,-4.9,5.4
83085,2014,9,13,5.7,-1.7,0.2
83085,2014,9,14,6.2,-0.7,0.2
83085,2014,9,15,5.9,0.5,0
83085,2014,9,16,5.8,1.7,2
83085,2014,9,17,-0.9,-3.1,9.2
83085,2014,9,18,-0.9,-5.1,1.2
83085,2014,9,19,3.1,-4.8,0.4
83085,2014,9,20,4.6,-5.1,0.2
83085,2014,9,21,7.2,-3.3,0
83085,2014,9,22,9.3,1.7,0
83085,2014,9,23,12.4,3.1,0
83085,2014,9,24,7.3,3.2,0.2
83085,2014,9,25,4.8,1.7,22.4
83085,2014,9,26,5.9,1.2,0.4
83085,2014,9,27,6.1,-0.7,0
83085,2014,9,28,9.5,2.1,0.6
83085,2014,9,29,10.1,4,0
83085,2014,9,30,7.8,2.5,0
83085,2015,6,1,-5.4,-7.5,0
83085,2015,6,2,-1.4,-7.1,0
83085,2015,6,3,0.7,-5.9,0
83085,2015,6,4,-1.6,-4.3,8.4
83085,2015,6,5,3.4,-5,0.8
83085,2015,6,6,7.2,-3,6.6
83085,2015,6,7,0.8,-0.2,3.6
83085,2015,6,8,1.5,-2.1,1.8
83085,2015,6,9,0.7,-0.4,19.6
83085,2015,6,10,5.4,-5.6,0.4
83085,2015,6,11,8.9,-4.1,0
83085,2015,6,12,,3,0
83085,2015,6,13,,,0
83085,2015,6,14,,,0
83085,2015,6,15,,,0
83085,2015,6,16,,,
83085,2015,6,17,,,
83085,2015,6,18,,,8.4
83085,2015,6,19,,,4.2
83085,2015,6,20,,,1.4
83085,2015,6,21,,,0.4
83085,2015,6,22,,,0
83085,2015,6,23,,,0.2
83085,2015,6,24,,,12.4
83085,2015,6,25,,,3.6
83085,2015,6,26,,,0
83085,2015,6,27,,,0
83085,2015,6,28,,,0
83085,2015,6,29,,,0
83085,2015,6,30,,,0
83085,2015,7,1,,,0
83085,2015,7,2,,,0.2
83085,2015,7,3,,,0
83085,2015,7,4,,,3.4
83085,2015,7,5,,,0.2
83085,2015,7,6,,,1.6
83085,2015,7,7,,,0
83085,2015,7,8,-0.7,,
83085,2015,7,9,-0.2,,
83085,2015,7,10,-0.3,-2.9,0
83085,2015,7,11,-0.3,-1.9,0
83085,2015,7,12,-0.8,-5.8,0
83085,2015,7,13,-1.3,-6.1,0
83085,2015,7,14,-4.3,-5.7,0
83085,2015,7,15,-2.6,-5.9,0
83085,2015,7,16,-2.3,-4.3,0
83085,2015,7,17,-3.1,-6.9,
83085,2015,7,18,-2.5,-6,0
83085,2015,7,19,-2.5,-6.3,0
83085,2015,7,20,-1.8,-6,0
83085,2015,7,21,0.9,-3.8,0
83085,2015,7,22,0,-2.4,33.6
83085,2015,7,23,0.4,-1.5,10.8
83085,2015,7,24,0,-1.6,1.6
83085,2015,7,25,-1.5,-3.6,0
83085,2015,7,26,-2.6,-3.5,0
83085,2015,7,27,-2.3,-6.4,0
83085,2015,7,28,-0.9,-5.7,0
83085,2015,7,29,-0.6,-3.8,0
83085,2015,7,30,-2.1,-4.3,0
83085,2015,7,31,-0.1,-4.6,0
83085,2015,8,1,-0.1,-5,0
83085,2015,8,2,-2,-2,0
83085,2015,8,3,-3.3,-3.7,0
83085,2015,8,4,-4.7,-8.2,0
83085,2015,8,5,-3.3,-8.2,0
83085,2015,8,6,-1.6,-5.6,0
83085,2015,8,7,-0.8,-3.9,0
83085,2015,8,8,-0.6,-5,0
83085,2015,8,9,-2.3,-4.9,0.6
83085,2015,8,10,-1.4,-4.4,0.2
83085,2015,8,11,-2.2,-3.6,0
83085,2015,8,12,-1.9,-3.4,0
83085,2015,8,13,-1.3,-4.8,0
83085,2015,8,14,-0.2,-3.8,0.8
83085,2015,8,15,-0.1,-1.7,3.2
83085,2015,8,16,-0.8,-1.5,16.4
83085,2015,8,17,-1.1,-2.1,4.2
83085,2015,8,18,-2.3,-7.4,0.4
83085,2015,8,19,-0.3,-7.4,10.6
